"Notes","County","County Code","Year","Year Code","Underlying Cause of death","Underlying Cause of death Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"Marin County, CA","06041","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",10,257332,Unreliable
,"Marin County, CA","06041","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,257332,Unreliable
,"Marin County, CA","06041","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",12,257332,Unreliable
,"Marin County, CA","06041","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",18,257332,Unreliable
,"Marin County, CA","06041","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",11,257332,Unreliable
,"Marin County, CA","06041","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",17,257332,Unreliable
,"Marin County, CA","06041","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,257332,9.7
,"Marin County, CA","06041","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,260206,Unreliable
,"Marin County, CA","06041","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",15,260206,Unreliable
,"Marin County, CA","06041","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,260206,Unreliable
,"Marin County, CA","06041","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",19,260206,Unreliable
,"Marin County, CA","06041","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",23,260206,8.8
,"Marin County, CA","06041","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",31,260206,11.9
,"Marin County, CA","06041","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",17,256018,Unreliable
,"Marin County, CA","06041","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",21,256018,8.2
,"Marin County, CA","06041","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",14,256018,Unreliable
,"Marin County, CA","06041","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",15,256018,Unreliable
,"Marin County, CA","06041","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,256018,8.6
,"Marin County, CA","06041","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",11,254407,Unreliable
,"Marin County, CA","06041","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",10,254407,Unreliable
,"Marin County, CA","06041","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,254407,Unreliable
,"Marin County, CA","06041","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",21,254407,8.3
,"Marin County, CA","06041","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",23,254407,9.0
,"Marin County, CA","06041","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",33,254407,13.0
,"Mendocino County, CA","06045","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",13,87606,Unreliable
,"Mendocino County, CA","06045","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",13,87606,Unreliable
,"Mendocino County, CA","06045","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",14,86749,Unreliable
,"Mendocino County, CA","06045","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,86749,Unreliable
,"Mendocino County, CA","06045","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",12,86749,Unreliable
,"Mendocino County, CA","06045","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,86749,Unreliable
,"Mendocino County, CA","06045","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,86061,Unreliable
,"Mendocino County, CA","06045","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",11,86061,Unreliable
,"Mendocino County, CA","06045","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",14,86061,Unreliable
,"Mendocino County, CA","06045","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,86061,27.9
,"Mendocino County, CA","06045","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",15,91305,Unreliable
,"Mendocino County, CA","06045","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",16,91305,Unreliable
,"Mendocino County, CA","06045","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",10,91305,Unreliable
,"Mendocino County, CA","06045","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,91305,Unreliable
,"Mendocino County, CA","06045","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",12,91305,Unreliable
,"Mendocino County, CA","06045","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",30,91305,32.9
,"Mendocino County, CA","06045","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",27,91305,29.6
